property_name,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating
3 BHK Flat in Sector 70A Gurgaon,flat,aipl the peaceful homes,2.52,10723.0,2350.0,Super Built up area 2350(218.32 sq.m.),3,4,3,servant room,"Best Deal, Sector 70A Gurgaon, Gurgaon, Haryana",8,West,1 to 5 Year Old,"['Airia Mall', 'Golf Corse Ext. Rd.', 'National Highway-48', 'Indus World School', 'Gurugram University', 'Ananta Hospital', 'Indira Gandhi International Airport', 'DLF Corporate Greens', 'IMT Manesar', 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park']","This 3 bhk flat is located in aipl the peaceful homes, which houses some of the most spacious flats in sector 70a gurgaon. The flat is north-West-Facing. The flat occupies a super built up area of 2350 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and 3 balconies. This flat is situated on the 8th floor of this 30 floors tall residential building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The flat comes well built with marble flooring options. All the modern amenities such as swimming pool, water softening plant, grocery shop, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking and security personnel will make life easier for you. The project provides access to clean water through borewell/tank and municipal corporation supply.
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.","['1 Stove', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Green Area5 out of 5', 'Construction4.5 out of 5', 'Management4.5 out of 5', 'Amenities4.5 out of 5', 'Connectivity4 out of 5']"
4 BHK Flat in Sector-33 Sohna,flat,central park flower valley,2.3,12777.0,1800.0,Carpet area: 1800 (167.23 sq.m.),4,4,3+,"pooja room,servant room","Sector-33 Sohna, Gurgaon, Haryana",5,North-East,0 to 1 Year Old,"['Golf Course Extension Rd', 'Rajiv Chowk - Sohna Highway', 'KMP corridor', 'Marigold Secondary School', 'Alpine Convent School', 'The Millenium School', 'GD Goenka University', 'Medanta Hospital', 'Alpine Hospital', 'Pushpanjali Hospital', 'IGI Airport', 'Country Inn', 'Westin', 'Central Park Resorts', 'De Adventure Park']",9 sports academiesMulti-Cuisine restaurantKids aqua & terra park - 75000 sq.Ft.A clubhouse spread across 1.20 lakh sq. Ft.Flower valley is a global township in gurgaonWorld class hospitality from a pedigree of 5-Star hotelsFlora fountain offers mesmerising views with surrounding greensA shuttle service from township to huda metro station-3 times a,"['4 Wardrobe', '4 Fan', '18 Light', '1 Chimney', '5 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park', 'Visitor Parking']",
3 BHK Flat in Sector-33 Sohna,flat,central park flower valley,1.55,11923.0,1300.0,Carpet area: 1300 (120.77 sq.m.),3,3,3+,not available,"Sector-33 Sohna, Gurgaon, Haryana",7,North-East,0 to 1 Year Old,"['Golf Course Extension Rd', 'Rajiv Chowk - Sohna Highway', 'KMP corridor', 'Marigold Secondary School', 'Alpine Convent School', 'The Millenium School', 'GD Goenka University', 'Medanta Hospital', 'Alpine Hospital', 'Pushpanjali Hospital', 'IGI Airport', 'Country Inn', 'Westin', 'Central Park Resorts', 'De Adventure Park']",9 sports academiesMulti-Cuisine restaurantKids aqua & terra park - 75000 sq.Ft.A clubhouse spread across 1.20 lakh sq. Ft.Flower valley is a global township in gurgaonWorld class hospitality from a pedigree of 5-Star hotelsFlora fountain offers mesmerising views with surrounding greensA shuttle service from township to huda metro station-3 times a,"['4 Wardrobe', '7 Fan', '3 Geyser', '11 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', '2 Curtains', 'No Bed', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",
3 BHK Flat in Sector 90 Gurgaon,flat,dlf new town heights,1.2,6217.0,1930.0,Super Built up area 1930(179.3 sq.m.),3,3,3+,not available,"Sector 90 Gurgaon, Gurgaon, Haryana",15,North,1 to 5 Year Old,"['Manish Gallexie 91', 'NH-8 IMT Manesar', 'RHM Public School', 'Silver Streak Multi Speciality Hospital', 'Airport', 'Holiday Inn Gurugram']","Beautiful view sun facing furnished apartment for sale for visit feel free to call us
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",,"['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']","['Green Area5 out of 5', 'Construction4 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']"
4 BHK Flat in Sector 90 Gurgaon,flat,dlf new town heights,1.65,6979.0,2364.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,servant room,"Sector 90 Gurgaon, Gurgaon, Haryana",15,South-East,5 to 10 Year Old,"['Manish Gallexie 91', 'NH-8 IMT Manesar', 'RHM Public School', 'Silver Streak Multi Speciality Hospital', 'Airport', 'Holiday Inn Gurugram']","We have 4 bhk for sale in dlf new town heights sector-90, gurugram.Size - 2364 sq. Ft.
Demand - 1.65 crFor more details please call
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['4 Wardrobe', '6 Fan', '1 Exhaust Fan', '3 Geyser', '10 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Green Area5 out of 5', 'Construction4 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']"
3 BHK Flat in Sector 79 Gurgaon,flat,mapsko mount ville,1.25,8389.0,1490.0,Carpet area: 1490 (138.43 sq.m.),3,3,3+,not available,"Sector 79 Gurgaon, Gurgaon, Haryana",16,North,1 to 5 Year Old,"['Huda Metro Station (Gurugram)', 'Sapphire 83 Mall', 'Naurangpur Road', 'Delhi - Ajmer Expy', 'Bal Bharati Public School–IMT Manesar', 'Amity University Gurugram', 'Miracles Apollo Cradle / Spectra', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","3 bhk 3 bath near to nh 8 waking distance only 10 minat sun and park facing key in my hand any time visit available
 Additional details :Piped gas facility is available in the property.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.","['5 Fan', '1 Exhaust Fan', '3 Geyser', '15 Light', '4 AC', '1 Chimney', '4 Curtains', '1 Modular Kitchen', '3 Wardrobe', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Green Area5 out of 5', 'Construction5 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']"
3 BHK Flat in Sector 79 Gurgaon,flat,mapsko mount ville,1.2,8053.0,1490.0,Super Built up area 1490(138.43 sq.m.),3,3,3,not available,"123, Sector 79 Gurgaon, Gurgaon, Haryana",24,West,1 to 5 Year Old,"['Huda Metro Station (Gurugram)', 'Sapphire 83 Mall', 'Naurangpur Road', 'Delhi - Ajmer Expy', 'Bal Bharati Public School–IMT Manesar', 'Amity University Gurugram', 'Miracles Apollo Cradle / Spectra', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","3 bhk. 3 bath near to nh 8 waking distance only 10 minat sun and park facing key in my hand
 Additional details :Piped gas facility is available in the property.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.","['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '3 Geyser', '20 Light', '1 Chimney', '1 Modular Kitchen', '4 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Park']","['Green Area5 out of 5', 'Construction5 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']"
3 BHK Flat in Sector 69 Gurgaon,flat,tulip leaf,2.06,11386.0,1809.0,Super Built up area 1812(168.34 sq.m.),3,3,3,not available,"Sector 69 Gurgaon, Gurgaon, Haryana",16,South-West,1 to 5 Year Old,"['Omaxe City Centre Sector 49', 'Southern Peripheral Road', 'NH 48', 'Indus World School Sector 70', 'DPG Institute of Technology', 'Ektaa Hospitals', 'Indira Gandhi International Airport', 'iON Digital Zone', 'Le Tokyo Hotel Gurgaon', 'SkyJumper Trampoline Park', 'SportsCube Center for Excellence', 'Hero Honda Chowk']","Situated in sector 69 gurgaon, tulip leaf is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. Constructed on a super built up area of 1812 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. The flat has a total of 20 floors and this property is situated on 16th floor. As the project is already ready to move, so you can easily move into this 1-5 years old property.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.","['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
3 BHK Flat in Sector 69 Gurgaon,flat,tulip leaf,2.07,11423.0,1812.0,Super Built up area 1812(168.34 sq.m.),3,3,3,not available,"Sector 69 Gurgaon, Gurgaon, Haryana",16,South-West,1 to 5 Year Old,"['Omaxe City Centre Sector 49', 'Southern Peripheral Road', 'NH 48', 'Indus World School Sector 70', 'DPG Institute of Technology', 'Ektaa Hospitals', 'Indira Gandhi International Airport', 'iON Digital Zone', 'Le Tokyo Hotel Gurgaon', 'SkyJumper Trampoline Park', 'SportsCube Center for Excellence', 'Hero Honda Chowk']","Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in tulip leaf that is situated in sector 69 gurgaon. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 1812 sq.Ft. The residential building has 20 floors in total and the flat for sale is located on the 16th floor. This is a ready to move project and the property is 1-5 years old.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.","['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
3 BHK Flat in Sector 70 Gurgaon,flat,shree vardhman victoria,1.6,8205.0,1950.0,Carpet area: 1950 (181.16 sq.m.),3,5,3,servant room,"Sector 70 Gurgaon, Gurgaon, Haryana",6,West,1 to 5 Year Old,"['Airia Mall', 'Golf Course Extn Road', 'Sohna Road', 'Southern Peripheral Rd, Gurugram', 'Kunskapsskolan International', 'Ektaa Hospitals  Main Sohna Rd', 'Sanjeevani Hospital - Child Specialist', 'Federal Bank Sector 71', 'Central Bank Of India Sohna Rd', 'Axis Bank, Sohna Rd', 'Spaze Palazo, Golf Course Ext Rd', 'VATIKA BUSINESS PARK Sohna Rd', 'The Medicity, Spaze iTech Park', 'Tulip Violet Society, Sector 69', 'IndianOil, Hasanpur']","Shree vardhman victoria is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 70 gurgaon is your opportunity to be a part of this community. The flat is west-Facing. The flat is over 1950 sq.Ft. Carpet area and comes with 3 bedroom(s), 5 bathrooms and 3 balconies. This flat lies on the 6th level of a 18 storey building. This is a ready to move project and the property is 1-5 years old. The floor of this flat is beautifully designed using vitrified flooring, giving the flat an alluring look. Shree vardhman victoria is designed very well to provide modern facilities such as swimming pool, water softening plant, grocery shop, shopping centre, cctv surveillance, club house / community center, fitness centre / gym, park, lift(s), maintenance staff, visitor parking and security personnel. Municipal corporation and borewell/tank provides a regular supply of water to this residential project.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
The society has dedicated security guards for every tower.","['1 Exhaust Fan', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Green Area5 out of 5', 'Construction5 out of 5', 'Management4.5 out of 5', 'Amenities4.5 out of 5', 'Connectivity3.5 out of 5']"
